ZINC95579805,CC1=CN(C(=O)NC1=O)C2CC(C(O2)CNC(=O)NC3=CC=C(C=C3)C(C)(C)C)O
D03012,CC(C)C1=C(C(=CC=C1)C(C)C)OS(=O)(=O)NC(=O)CC2=C(C=C(C=C2C(C)C)C(C)C)C(C)C
D00951,CC1CC2C(CCC3(C2CCC3(C(=O)C)OC(=O)C)C)C4(C1=CC(=O)CC4)C
ZINC14971991,C1COCCN1C(=O)NC(CC2=CC=CC=C2)C(=O)NCCNC3=CC=C(C=C3)OC(F)(F)F
D02356,CC(C)C(CCCN(C)CCC1=CC(=C(C=C1)OC)OC)(C#N)C2=CC(=C(C=C2)OC)OC
ZINC36287275,CCCC(C(=O)C1=NN=C(O1)C2=CC=CO2)NC(=O)C3(CCCCC3)NC(=O)C4=CC=C(C=C4)N(C)C
ZINC13731058,C1CCN(CC1)C2(CCC3C2C3)C4=CC=CC=C4
ZINC14956367,CCCC1=CC(=CC(=[N+]1C2=CC=C(C=C2)S(=O)(=O)NC3=NN=C(S3)S(=O)(=O)N)CCC)C4=CC=CC=C4
D00158,CC1=CC=C(C=C1)C(=O)C2=CC=C(N2C)CC(=O)[O-].O.O.[Na+]
ZINC13864146,CC(C(=O)NC1=NN=C(CS1)C2=CC=C(C=C2)C#N)NS(=O)(=O)C3=CC=CC=C3
D03350,C=CC(=O)NC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)OCCCN4CCOCC4.Cl.Cl
ZINC71317657,C1CN(CCC1C(=O)O)CC2C(C(C(O2)N3C=CC(=O)NC3=O)O)O
D00607,C1CCC2(CC1)OCC(O2)CN=C(N)N.C1CCC2(CC1)OCC(O2)CN=C(N)N.OS(=O)(=O)O
ZINC13808318,C1=CC(=CC=C1CN(CC(=O)NO)C(=O)NC2=CC(=C(C=C2)Cl)Cl)[N+](=O)[O-]
D02356,CC(C)C(CCCN(C)CCC1=CC(=C(C=C1)OC)OC)(C#N)C2=CC(=C(C=C2)OC)OC
D03260,CCCC1=NC(=C2N1NC(=NC2=O)C3=C(C=CC(=C3)S(=O)(=O)N4CCN(CC4)CC)OCC)C.O.O.O.Cl
ZINC96270008,C1CC(C(C1)O)NS(=O)(=O)C2=CC=C(C=C2)OC3=CC=CC=C3
ZINC22925410,C(CNCC(=O)O)NCC(=O)NC1=NN=C(S1)S(=O)(=O)N
D03350,C=CC(=O)NC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)OCCCN4CCOCC4.Cl.Cl
ZINC96273187,C1=CC(=CC=C1C2=NNC(=S)N2C3=CC4=C(C=C3)C=C(S4)C(=O)O)Cl
D00826,C1C(C1N)C2=CC=CC=C2.C1C(C1N)C2=CC=CC=C2.OS(=O)(=O)O
D00518,C1=C(C=C(C(=C1S(=O)(=O)N)Cl)Cl)S(=O)(=O)N
ZINC13800576,CN(CC(=O)NC1=C(C(=C(C=C1S(=O)(=O)N)S(=O)(=O)N)Cl)Cl)C(=N)N
ZINC03633839,CN(C)CC1=NC=CN1C2=CC(=C(C=C2)NC(=O)C3=CC(=NN3C4=CC5=C(C=C4)ON=C5N)C(F)(F)F)F
D03689,COC1=C(C=C(C=C1)C2=CC(=NN2C3=CC=C(C=C3)S(=O)(=O)N)C(F)F)F
ZINC42852376,CCC1C(C(=O)CO1)NC(=O)C(CC2(CCCC2)C)NC(=O)C3=CC=C(C=C3)NS(=O)(=O)C4=C(N=CC=C4)Cl
ZINC95586323,C(CS(=O)(=O)C1=C(C(=C(C(=C1F)F)S(=O)(=O)N)F)F)O
ZINC42921272,CC(C)(C)OC(=O)NC1=CC=CC(=C1)C2=CC(=NO2)C(=O)O
D02356,CC(C)C(CCCN(C)CCC1=CC(=C(C=C1)OC)OC)(C#N)C2=CC(=C(C=C2)OC)OC
ZINC14960076,CCOC1=C(C(=CC(=N1)NC(=O)CC2=CC(=C(C=C2OC)S(=O)(=O)C)OC)N)C#N
ZINC02334380,C1=C(C(=O)NC2=C1C(=C(S2)C(=O)N)N)C(=O)O
D00711,CNC1(CCCCC1=O)C2=CC=CC=C2Cl.Cl
ZINC05162075,C1=CC2=C(C=C1N)SC(=N2)S(=O)(=O)N
ZINC01663926,CCCCC(=O)C(=O)C
D03218,CNC(=O)C1=CC=CC=C1SC2=CC3=C(C=C2)C(=NN3)C=CC4=CC=CC=N4
ZINC43524272,CCCC(C(=O)C1=NN=C(O1)C2=CC=C(C=C2)C(F)(F)F)NC(=O)C3(CCCCC3)NC(=O)C4=CC=C(C=C4)OC(F)(F)F
ZINC28524444,C1=CC(=CC=C1CCNC(=S)NC2=CC=C(C=C2)S(=O)(=O)NCC3=CC=C(C=C3)S(=O)(=O)N)S(=O)(=O)N
ZINC03633839,CN(C)CC1=NC=CN1C2=CC(=C(C=C2)NC(=O)C3=CC(=NN3C4=CC5=C(C=C4)ON=C5N)C(F)(F)F)F
ZINC04867674,CC1=C(C=C(C=C1)NS(=O)(=O)N2CCCCC2)Cl
ZINC03647018,C1C(CC(C1CO)O)N2C=C(C(=O)NC2=O)I
D00574,CCC1(CCC(=O)NC1=O)C2=CC=C(C=C2)N
ZINC64526609,C1COCCN1CC2=NC3=CC=CC=C3N2CC(=O)C4=CC(=C(C=C4)Cl)S(=O)(=O)N
ZINC66252080,C1=CC=C(C=C1)CCNS(=O)(=O)NCCC2=CC=CC=C2
ZINC96172303,CN1CCN(CC1)C(=O)CNC2CC2C3=CC=C(C=C3)C4=CN=C(C=C4)OC
ZINC95573441,C1C2=C(C3=C(S1)C=C(C=C3)Cl)N(N=C2)C4=CC=C(C=C4)S(=O)(=O)N
D00394,CC(CN1C2=CC=CC=C2CCC3=CC=CC=C31)CN(C)C
ZINC28863784,CC(C)C1=CC=C(C=C1)S(=O)(=O)CC(=O)N2CCOCC2C(=O)OCCCC3=C[N+](=CC=C3)[O-]
D03252,CN1CCN(CC1)CCCOC2=C(C=C3C(=C2)N=CC(=C3NC4=CC(=C(C=C4Cl)Cl)OC)C#N)OC
D00332,C1CCC(CC1)(CC(=O)O)CN
ZINC49068797,C1=CC=C2C=C(C=CC2=C1)C(=O)NC(CC3=CC(=CC=C3)F)C(=O)O
ZINC14955118,CC(=O)NC1=CC=C(C=C1)C2=C(C(=C(S2)C(=O)O)OCC(=O)O)Br
ZINC95586598,C1=CC=C(C=C1)C2=CC(=NN2C3=CC=CC=C3)C4=CC=CC=C4OCCCC(=O)O
D03218,CNC(=O)C1=CC=CC=C1SC2=CC3=C(C=C2)C(=NN3)C=CC4=CC=CC=N4
D02451,C1CC(N2C=NC=C2C1)C3=CC=C(C=C3)C#N.Cl
ZINC13780458,C1=CC(=CC(=C1)N=C(C2=CC=CO2)N)CN
ZINC03870988,C1CC(N(C1)S(=O)(=O)C2=CC=C(C=C2)C(=O)NC(CCC(=O)O)C(=O)O)C(=O)O
ZINC84619801,C1=CC=C(C=C1)SCC(=O)C2=CC(=C(C=C2)Cl)S(=O)(=O)N
ZINC59086751,C1CNCC1NC2CNCC2CC3=NC(=CC=C3)N
D00542,C(C(F)(F)F)(Cl)Br
D01713,C1C2C3=CC=CC=C3CC4=CC=CC=C4N2C(=N1)N.Cl
D00607,C1CCC2(CC1)OCC(O2)CN=C(N)N.C1CCC2(CC1)OCC(O2)CN=C(N)N.OS(=O)(=O)O
ZINC00011012,C1CN2C(=CC=C2C(=O)C3=CC=CC=C3)C1C(=O)O
ZINC43781235,CS(=O)(=O)N
ZINC66078146,CCCCCN(C1=NC2=C(C(=N1)N3CCOCC3)N=CN2CC(=O)O)C(=O)OC(C)(C)C
ZINC72111240,CCCCCCCCC=CCCCCCCCC(=O)C1=NC2=C(O1)C=CN=C2
SWA,C1CC(C2C(C(CN2C1)O)O)O
ZINC26817070,C1=CC=C(C=C1)CCCSCC(=O)C(CC2=CC=CC=C2)NC(=O)C(CC3=CC=CC=C3)NC(=O)OCC4=CC=CC=C4
ZINC73295073,C1=CC(=CC2=C1C=CC(=O)O2)OCCF
ZINC03934226,CC(C)CC(C(=O)NC1CCCN(CC1=O)S(=O)(=O)C2=CC=CC=N2)NC(=O)C3=CC4=CC=CC=C4O3
ZINC31475037,C1=CN2C=NC3=C(C2=N1)N=CN3C4C(C(C(O4)COP(=O)(O)O)O)O
ZINC95584926,C1=CC2=CC(=CC3=C2C(=C1)C(=O)OC3=O)NC(=O)C4=CC(=CC=C4)C(F)(F)F
D00779,C1CCN(CC1)CCC(C2CC3CC2C=C3)(C4=CC=CC=C4)O
ZINC13435945,CC1=C(C=C2C(=C1)C(=C(C(=C2C(=O)O)O)O)C)C
ZINC72177651,CN1C2=C(N=C1OCC3=CC=C(C=C3)Br)N(C(=O)N(C2=O)C)C
ZINC73310309,C1=CC(=CC=C1C(=O)NNC(=S)NC2C(C(C(C(O2)CO)OC3C(C(C(C(O3)CO)O)O)O)O)O)S(=O)(=O)N
D00126,CC(C)CC1=CC=C(C=C1)C(C)C(=O)O
MLZ,CNCCCCC(C(=O)O)N
D00180,CCCCCC(C=CC1C(CC(=O)C1CCCCCCC(=O)O)O)O
D00043,CC(C)OP(=O)(OC(C)C)F
ZINC44281551,C1CCC2=NC3=CC=CC=C3C(=C2C1)NCCCN4CCN(CC4)CCCNC5=C6CCCCC6=NC7=CC=CC=C75
ZINC28714330,C=CCOC(=O)C(CC1=CC=CC=C1)N2C(=O)C(=CC3=CC=C(C=C3)Br)SC2=S
D00218,CC(=O)NC1=NN=C(S1)S(=O)(=O)N
ZINC03814434,CC12C(C(CC(O1)N3C4=CC=CC=C4C5=C6C(=C7C8=CC=CC=C8N2C7=C53)CNC6=O)NC)OC
ZINC14946435,C1=CC=C(C=C1)CC2C(C(C(N(C(=O)N2CC3=CC=C(C=C3)F)CC4=CC5=CC=CC=C5C=C4)CC6=CC=CC=C6)O)O
D03260,CCCC1=NC(=C2N1NC(=NC2=O)C3=C(C=CC(=C3)S(=O)(=O)N4CCN(CC4)CC)OCC)C.O.O.O.Cl
D00225,CC1=NN=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4
ZINC06338317,COC1=CC(=C(C=C1)C(=O)C=CC2=CC(=C(C=C2)OCC3=CC=CC=C3)OC)OC
ZINC03824390,C1CC(C2C1C2C(=O)O)(C(=O)O)N
ZINC40943287,CC1=CC(=NC(=C1)N)CC2CNCC2NCCNCCC3=CC(=CC=C3)F
ZINC84690219,CN1C(=C[N+](=N1)CC2=CC=CC=C2)Cl
ZINC00638437,C1(=C(C(=C(C(=C1Br)Br)Br)Br)O)O
ZINC35075476,C1CC(N(C1)C(=O)NCC2CC(=NO2)Br)C(=O)OCC3=NC4=CC=CC=C4C=C3
D04025,C1=CC(=CC=C1CCCCN2C=CN=N2)OCC3=COC(=N3)C=CC4=CC=C(C=C4)C(F)(F)F
D00394,CC(CN1C2=CC=CC=C2CCC3=CC=CC=C31)CN(C)C
D00432,CC(C)(C)NCC(COC1=CC=CC2=C1CC(C(C2)O)O)O
NAG,CC(=O)NC1C(C(C(OC1O)CO)O)O
D03260,CCCC1=NC(=C2N1NC(=NC2=O)C3=C(C=CC(=C3)S(=O)(=O)N4CCN(CC4)CC)OCC)C.O.O.O.Cl
ZINC14980017,C1=CC=NC(=C1)C2=CN=C(O2)C(=O)CCCCC#CC3=C(C(=CC=C3)Cl)Cl
D00136,C1CN(CCC1(C2=CC=C(C=C2)Cl)O)CCCC(=O)C3=CC=C(C=C3)F
ZINC66114334,CC(=O)OC1C(OC(C(C1OC(=O)C)OC(=O)C)OC(=O)C)COS(=O)(=O)N
D00371,CN1C2=C(C(=O)N(C1=O)C)NC=N2
BUQ,CC(=O)CCO
ZINC49089469,C1=C(NC(=N1)N)CCC(C(=O)O)N
ZINC19632618,CC1=C(C=C(C=C1)NC(=O)C2=CC=C(C=C2)CN3CCN(CC3)C)NC4=NC=CC(=N4)C5=CN=CC=C5
ZINC28356629,CC(=O)OCCCCN1C=NC2=C1C(=O)N=C(N2)NCC3=CC(=C(C=C3)Cl)Cl
D00771,C1=CC2=C(C=C1Cl)NC(=O)O2
D02086,CCN(CC)CC(=O)NC1=C(C=CC=C1C)C.Cl
ZINC03833846,CC1=C(C=CC=C1O)C(=O)NC(CSC2=CC=CC=C2)C(CN3CC4CCCCC4CC3C(=O)NC(C)(C)C)O
ZINC28710085,CCS(=O)(=O)C1=CC=C(C=C1)C2=C(C3=C(S2)C=C(C=C3)O)OC4=CC=C(C=C4)OCCN5CCCCC5
D00225,CC1=NN=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4
ZINC95597768,CC(C(CNS(=O)(=O)C1=CC=CC(=C1)C2=CC3=C(C=C2)C(=NC(=N3)Cl)N)N)O
D00537,CC1(OC2COC3(C(C2O1)OC(O3)(C)C)COS(=O)(=O)N)C
ZINC00155796,C1CC1(C(=O)N)C(=O)O
ZINC28346274,CN(C1=CC=C(C=C1)S(=O)(=O)N)N
ZINC12914717,C1CC2=C(C1)C=C(C=C2)NC(=O)NC3=CC=C(C=C3)S(=O)(=O)N
ZINC35969443,C1CC1C2=C(C(=C3C=CC(=CC3=C2)O)OC4=CC=C(C=C4)C=CC(=O)O)C5=CC=CC=C5
ZINC40952239,C1CC2=C(C1)N(C(=O)N(C2=O)CCC(C(=O)O)N)CCC(C(=O)O)N
ZINC28641474,CC(=O)C1=C(C=C2C(=C1)C=C(O2)C3=COC4=CC(=C(C=C43)C(=O)C)O)O
D03260,CCCC1=NC(=C2N1NC(=NC2=O)C3=C(C=CC(=C3)S(=O)(=O)N4CCN(CC4)CC)OCC)C.O.O.O.Cl
ZINC03816409,CC(C)(C)C1=CN=C(O1)CSC2=CN=C(S2)NC(=O)C3CCNCC3
ZINC03830569,C1C2N(C1=O)C(C(=CCO)O2)C(=O)O
ZINC29248584,C1=CC=C(C(=C1)N(CCN(CC(=O)O)C2=CC=CC=C2O)CC(=O)NNC3=CC=C(C=C3)S(=O)(=O)N)O
ZINC00405329,COC(=O)C1=CC(=C(C=C1)O)O
ZINC14960728,C1=CC=C(C(=C1)C(=O)O)NS(=O)(=O)C2=CC3=C(C=C2)C(=CN=C3N=C(N)N)Cl
D00345,CC1CC2=CC=CC=C2N1NC(=O)C3=CC(=C(C=C3)Cl)S(=O)(=O)N
ZINC13539272,CCCC1=C(C(=CC(=C1)C(=O)OC)Cl)OC(C2=CC=CC=C2)C(=O)O
ZINC13808285,CC(C)(C)OC(=O)NC1=C(C=CC(=C1)S(=O)(=O)N(CC2=CC=C(C=C2)[N+](=O)[O-])CC(=O)NO)OC
ZINC26832891,CCCCS(=O)(=O)N1CCN(CC1)C(=O)C(CC2=CC=CC(=C2)C(=N)N)NS(=O)(=O)C3=CC4=CC=CC=C4C=C3
ZINC55760827,CC(C)S(=O)(=O)C1=CC=CC=C1NC2=NC(=NC=C2Cl)NC3=C(C=C(C=C3)N4CCC(CC4)N5CCN(CC5)C)OC
D00329,CCN(CC)CCN1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3F
ZINC95554661,CC(=O)NC1=CC=C(C=C1)S(=O)(=O)NC2=CC=C(C=C2)C(=O)NCCC3=CC=C(C=C3)S(=O)(=O)N
ZINC13444455,CCOC1=CC(=C(C=C1)C(=O)NC2=CC=C(C=C2)N=C(N)N)O
ZINC34803670,CC1=CN=C(O1)C(=O)CCCCCCC2=CC=CC=C2
D00043,CC(C)OP(=O)(OC(C)C)F
ZINC34718083,C1=CC(=CC=C1CCOS(=O)(=O)C(F)(F)F)S(=O)(=O)N
ZINC64448018,C1C(C(CN1CCN)NCCCC2=CC=CC=C2)CC3=NC(=CC=C3)N
D00043,CC(C)OP(=O)(OC(C)C)F
ZINC13804320,CC1=CC(=CC(=[N+]1CC(=O)NCCC2=CC=C(C=C2)S(=O)(=O)N)C)C3=CC=CC=C3
D00964,C1=CC(=CC=C1C#N)C(C2=CC=C(C=C2)C#N)N3C=NC=N3
D01441,CC1=C(C=C(C=C1)NC(=O)C2=CC=C(C=C2)CN3CCN(CC3)C)NC4=NC=CC(=N4)C5=CN=CC=C5.CS(=O)(=O)O
ZINC00897236,C1=C2C(=CC(=C1Cl)S(=O)(=O)N)S(=O)(=O)NC(N2)C(Cl)Cl
ZINC02581406,CC1=CC=CC(=N1)C#CC2=CC=CC=C2
D00543,C(C(OC(F)F)(F)F)(F)Cl
D00823,CNCCC(C1=CC=CC=C1)OC2=CC=C(C=C2)C(F)(F)F.Cl
U2P,C1=CN(C(=O)NC1=O)C2C(C(C(O2)CO)O)OP(=O)(O)O
ZINC26969716,C1=CC(=CC(=C1)F)CC(CS)C(=O)O
ZINC27559244,C1CC(N(C1)C(=S)NC2C3CC4CC(C3)CC2C4)C(=O)OCCCC5=CN=CC=C5
ZINC28524728,C1=CC(=CC=C1[N+](=O)[O-])S(=O)NC2=NN=C(S2)S(=O)(=O)N
ZINC29326788,CSCCC(N)P(=O)O
D03880,CC(CCC1=CC=C(C=C1)O)NCCC2=CC(=C(C=C2)O)O.C(C1C(C(C(C(O1)OC(C(CO)O)C(C(C(=O)O)O)O)O)O)O)O
ZINC70719090,CC1CC(C(=C)C(=CC=CC2CCC3(C(C2)CCC3C(C)CCCC(C)(C)O)C)C1)C
OXL,C(=O)(C(=O)[O-])[O-]
D00160,C(CCC(=O)O)CCN
D00043,CC(C)OP(=O)(OC(C)C)F
D00139,COC1=C2C(=CC3=C1OC=C3)C=CC(=O)O2
D03784,C1=CC(=CC(=C1)Cl)C(C2=CC3=C(C=C2)N=CN3)N4C=CN=C4.Cl
D00775,C1=CC2=C(C=C1OC(F)(F)F)SC(=N2)N
ZINC49049659,CC(C(C(=O)N)NC(=O)C(CCCN=C(N)N)NC(=O)C(C)N)O
D02362,C1CNCC(C1C2=CC=C(C=C2)F)COC3=CC4=C(C=C3)OCO4
D01715,CCCCCOC1=C(C=C(C=C1)C2C(=O)NC(=O)S2)OCC
D00528,CN1C=NC2=C1C(=O)N(C(=O)N2C)C
TDP,CC1=C(SC=[N+]1CC2=CN=C(N=C2N)C)CCOP(=O)(O)OP(=O)(O)[O-]
D01925,CN1C(=O)CC(NC1=O)C(=O)NC(CC2=CN=CN2)C(=O)N3CCCC3C(=O)N.O.O.O.O
ZINC35070232,CC1(CCC2=CC=CC=C21)C(=O)C3=C(C=CC(=C3)F)OC
ZINC28395126,CNC(=O)COC(=O)C(CCSC)NC(=S)NC1=CC=C(C=C1)S(=O)(=O)N
ZINC27558040,CCC(C)(C)C(=O)C(=O)N1CCCCC1C(=O)OCCCC2=C(C=CC(=C2)OC)OC
D00574,CCC1(CCC(=O)NC1=O)C2=CC=C(C=C2)N
ZINC28530504,CC1=CC(=O)OC2=C1C=CC(=C2)C(F)(F)S(=O)(=O)N
D00501,CC(=O)CCCCN1C(=O)C2=C(N=CN2C)N(C1=O)C
D00127,CN1C(=C(C2=CC=CC=C2S1(=O)=O)O)C(=O)NC3=CC=CC=N3
D01441,CC1=C(C=C(C=C1)NC(=O)C2=CC=C(C=C2)CN3CCN(CC3)C)NC4=NC=CC(=N4)C5=CN=CC=C5.CS(=O)(=O)O
ZINC44359168,CCCCCCCCCC(=O)NC1CCC2=C1C=CC(=C2)S(=O)(=O)N
ZINC31270922,CC(C)COC1=CC=CC(=C1O)C2=NC3=C(N2)C=C(C(=C3)C(=N)N)F
GSH,C(CC(=O)NC(CS)C(=O)NCC(=O)O)C(C(=O)O)N
ZINC40891966,C1=CC=C(C=C1)CCCCCCC(=O)C2=NC(=NN2)C3=CC=CC=N3
ZINC40411217,CC1=CC(=NC(=C1)N)CC2CNCC2NCCNCC3=CC(=CC=C3)Cl
ZINC33857334,C1=CC=C(C=C1)CC(=O)NC2=C(C=C(C=C2)S(=O)(=O)N)Cl
D03252,CN1CCN(CC1)CCCOC2=C(C=C3C(=C2)N=CC(=C3NC4=CC(=C(C=C4Cl)Cl)OC)C#N)OC
ZINC13526878,C1=CC=C(C=C1)C2=C(C=C(C=C2)C=NO)C3=CC=CC=C3
D03621,CN1CCN(CC1)C(C2=CC=CC=C2)C3=CC=CC=C3
D03798,C1=CC=C2C(=C1)C(=C(C(=O)O2)CC3=C(C4=CC=CC=C4OC3=O)O)O
ZINC13802233,C1C(C=CC1N)C(=O)O
ZINC64622686,CC1=NC2=C(C=C1)C=C(C=C2)NC(=O)C3CCCN3C(=O)C(C(C)C)NC(=O)C(C)NC
D00545,C(C(F)(F)F)(OC(F)F)Cl
ZINC37868689,CN1C2=C(N=C1OCC3=CC=CC=C3)N(C(=O)N(C2=O)C)C
D01690,COC1=C(C=C(C=C1)C(=O)N2CCN(CC2)C3=CC4=C(C=C3)NC(=O)CC4)OC
ZINC05520696,C1=CC=C(C=C1)NC(=O)C2=CC(=NC3=CC=CC=C32)C4=CC=NC=C4
D00332,C1CCC(CC1)(CC(=O)O)CN
ZINC01482113,C(CC(=O)O)C(C(=O)O)N
ZINC27558822,COC1=CC(=CC(=C1OC)OC)C(=O)C(=O)N2CCCCC2C(=O)OCCCC3=CNC4=CC=CC=C43
D00652,CCNC1CN(S(=O)(=O)C2=C1C=C(S2)S(=O)(=O)N)CCCOC
D01918,CC(C)(C)C(=O)OC1=CC=C(C=C1)S(=O)(=O)NC2=CC=CC=C2C(=O)NCC(=O)[O-].O.O.O.O.[Na+]
ZINC00380804,COC1=CC=C(C=C1)CC2=CN=C(N=C2N)N
ZINC00090750,C1=CC=C(C(=C1)C(=O)O)C(=O)O
D02655,CCN1C2=NC=C(C(=C2C=N1)NN=C(C)C)C(=O)OCC.Cl
D01840,C1CNCCN(C1)S(=O)(=O)C2=CC=CC3=C2C=CN=C3.Cl
D01690,COC1=C(C=C(C=C1)C(=O)N2CCN(CC2)C3=CC4=C(C=C3)NC(=O)CC4)OC
ZINC28456658,C1C(CC2=C1C=CC(=C2)S(=O)(=O)N)N
D01441,CC1=C(C=C(C=C1)NC(=O)C2=CC=C(C=C2)CN3CCN(CC3)C)NC4=NC=CC(=N4)C5=CN=CC=C5.CS(=O)(=O)O
D01295,C1CN(CCN1CC=CC2=CC=CC=C2)C(C3=CC=CC=C3)C4=CC=CC=C4
D01665,C1C(C(C(C(C1(CO)O)O)O)O)NC(CO)CO
ZINC02023765,CC1=CC2=C(C=C1)OC(=O)C(=C2)C(=O)O
D03350,C=CC(=O)NC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)OCCCN4CCOCC4.Cl.Cl
ZINC72140832,CC1=CC=CC2=C1C(=O)N(C2=O)C3=CC=CC4=C3C=CN4
ZINC33694307,C1COCCN1CCN=C(S)S
D00326,CNCCC(C1=CC=CC=C1)OC2=CC=C(C=C2)C(F)(F)F
ZINC19862646,CC1=CN=C(N=C1NC2=CC(=CC=C2)S(=O)(=O)NC(C)(C)C)NC3=CC=C(C=C3)OCCN4CCCC4
ZINC13863707,COC1=C(C=CC=C1C2=CC3=C(N2)C=CC(=C3)C(=N)N)C4=CC=CC=C4
D00367,C1CN2C(=N1)C3=CC=CC=C3C2(C4=CC=C(C=C4)Cl)O
D00902,CC(=O)NC1C(C=C(OC1C(C(CO)O)O)C(=O)O)N=C(N)N
D00139,COC1=C2C(=CC3=C1OC=C3)C=CC(=O)O2
D04023,COCCOC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC=C(C=C3)C#C)OCCOC.Cl
ZINC03784182,COC1=C(C=C(C=C1)C2=CC3=C(C=C2)C=C(C=C3)C(=O)O)C45CC6CC(C4)CC(C6)C5
ZINC95597334,CC1CCN(CC1)C2=C3C(=C(C=C2)[N+](=O)[O-])C=CC=N3
D03218,CNC(=O)C1=CC=CC=C1SC2=CC3=C(C=C2)C(=NN3)C=CC4=CC=CC=N4
D01690,COC1=C(C=C(C=C1)C(=O)N2CCN(CC2)C3=CC4=C(C=C3)NC(=O)CC4)OC
D03365,CN1CCCC1C2=CN=CC=C2
ZINC03958764,C1COCCN1C(=O)COC2=CC=CC=C2
ZINC13804411,CC1=CC(=[N+](C(=C1)C)CC(=O)NC2=NC=CC(=N2)NC3=CC=C(C=C3)S(=O)(=O)N)C
35C,C1=C(C=C(C(=C1Cl)O)O)Cl
ZINC45355746,CC(=O)NC1=CC=C(C=C1)OC(=O)CC2=CC=C(C=C2)NC3=CC(=NC=C3)C(F)(F)F
D00218,CC(=O)NC1=NN=C(S1)S(=O)(=O)N
D03670,CC(=O)N(CCCCCNC(=O)CCC(=O)N(CCCCCNC(=O)CCC(=O)N(CCCCCN)O)O)O
ZINC29214081,CCCCCCNC(=O)C(CC1=CNC2=CC=CC=C21)NC(=O)C(CC(C)C)CP(=O)(CSC3=NC4=CC=CC=C4C=C3)O
ZINC62027117,CC=C1C2C=C(CC1(CC(C2(C)C)NCCCCCCCNC3=C4CCCCC4=NC5=CC=CC=C53)N)C
D03252,CN1CCN(CC1)CCCOC2=C(C=C3C(=C2)N=CC(=C3NC4=CC(=C(C=C4Cl)Cl)OC)C#N)OC
D00437,CC1=C(C(C(=C(N1)C)C(=O)OC)C2=CC=CC=C2[N+](=O)[O-])C(=O)OC
ZINC28754731,CCNC(=O)C1=CC2=C(C=C1)OC(=N2)C(=O)C(CC3=CC=CC=C3)NC(=O)CN4C(=NC=C(C4=O)N)C5=CC=C(C=C5)F
ZINC28522896,C1=CC=NC(=C1)C(=O)NC2=NNC(=S)S2
D00039,CC(C)C(C(=O)O)N
D01454,CC1=CC(=C(C=C1)Cl)OCC(CNC(C)(C)C)O.Cl
ZINC13779488,CC(C)N(C=O)C1CCCCC1
ZINC95581519,C1=CC2=CC(=CC3=C2C(=C1)C(=O)OC3=O)[N+](=O)[O-]
D03274,CN(C)CCCN1C2=CC=CC=C2SC3=C1C=C(C=C3)Cl.C1=CC=C(C(=C1)C(=O)C2=CC=C(C=C2)O)C(=O)O
D01441,CC1=C(C=C(C=C1)NC(=O)C2=CC=C(C=C2)CN3CCN(CC3)C)NC4=NC=CC(=N4)C5=CN=CC=C5.CS(=O)(=O)O
D01133,CC1CC(=O)NN=C1C2=CC3=C(C=C2)N=C(N3)C4=CC=C(C=C4)OC
D02068,C1CCC2=NC3=CC=CC=C3C(=C2C1)N.Cl
ZINC03929133,CC(C)(C)C(=O)C(=O)N1CCCC1C(=O)OCCCC2=CC=CC=C2
ZINC13436514,CC1=C(C(=NC=C1Cl)N=C(N)N)Cl
AMN,CC(=O)NC1C(CC(OC1C(C(CN)O)O)(C(=O)O)OC)O
ZINC84669669,CCCC1=NC2=CC=CC=C2C(=C1C(=O)OCC)SCCC#N
ZINC13513257,C(CCC(C(=O)O)N)CC=O
D00838,CC12CCCCCC(C1N)CC3=C2C=C(C=C3)O
ZINC95566062,C1=CN(C(=O)N(C1=N)O)C2C(C(C(O2)COP(=O)([O-])[O-])O)O
D00545,C(C(F)(F)F)(OC(F)F)Cl
D01441,CC1=C(C=C(C=C1)NC(=O)C2=CC=C(C=C2)CN3CCN(CC3)C)NC4=NC=CC(=N4)C5=CN=CC=C5.CS(=O)(=O)O
ZINC14953807,C1=CC(=CC(=C1)[N+](=O)[O-])C2=CC(=CC(=C3C=C4C(=CC=C(N4)N)N3)C2=O)CC(=O)O
ZINC14976434,CC(=O)NC1C(C(C(OC1OC)CO)OC2C(C(C(C(O2)CO)O)NC(=S)N)O)O
D01287,CCCCN1CCCCC1C(=O)NC2=C(C=CC=C2C)C.Cl
D02566,CNCCCC12CCC(C3=CC=CC=C31)C4=CC=CC=C24
D00195,CN1CCC23C4C1CC5=C2C(=C(C=C5)OC)OC3C(C=C4)O.O
ZINC13981565,CCC(CC1=CC=CC=C1)OC(=O)NN(C)C#N
ZINC06392199,C1=CC(=CC=C1CNS(=O)(=O)C2=CC=C(C=C2)N)S(=O)(=O)N
